PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,SEASON,POSITION,POS_EST,GAMES,MIN,DEF_POSS,RIM BLKS/75,BLKS/75,RIM CONTEST/75,%RIM_CONTEST,%BLK_RATE_CONTEST,OPP_RIM_FREQ_ON,OPP_RIM_FG_ON,OPP_RIM_FREQ_ON-OFF,OPP_RIM_FG_ON-OFF,RA_FREQ,OPP_RA_FGA/75,PAINT_NO_RA_FREQ,OPP_PAINT_NO_RA_FGA/75,PAINT_W_RA_FREQ,OPP_PAINT_W_RA_FGA/75,SEASON_ABRV
200746,LaMarcus Aldridge,POR,28.0,2013-14,C-F,5.0,69.0,2499.0,4918.0,0.8,1.0,5.2,22.6,15.4,33.2,56.00000000000001,-1.499999999999993,-2.599999999999987,33.4,23.2,17.4,12.1,50.8,35.3,2013
202336,Larry Sanders,MIL,25.0,2013-14,C,5.0,22.0,563.0,1069.0,2.0,2.7,6.7,28.7,30.5,34.0,58.9,-0.5999999999999943,-1.6000000000000014,34.0,23.2,13.7,9.3,47.7,32.6,2013
2544,LeBron James,MIA,29.0,2013-14,F,4.23,77.0,2902.0,5538.0,0.3,0.4,2.5,11.7,10.3,33.0,60.699999999999996,1.0999999999999979,0.19999999999999574,33.1,21.3,14.3,9.2,47.5,30.6,2013
2449,Luis Scola,IND,34.0,2013-14,F,4.53,82.0,1399.0,2691.0,0.4,0.4,4.0,20.2,9.2,29.299999999999997,55.7,0.0,4.100000000000001,29.4,19.6,15.4,10.2,44.8,29.8,2013
201188,Marc Gasol,MEM,29.0,2013-14,C,5.0,59.0,1970.0,3649.0,1.1,1.6,5.4,26.9,20.2,30.0,62.4,-0.09999999999999787,3.6000000000000014,30.2,20.0,14.4,9.5,44.6,29.6,2013
101162,Marcin Gortat,WAS,30.0,2013-14,C,5.0,80.0,2620.0,5101.0,1.3,1.8,7.4,36.9,17.6,30.2,61.3,-1.1999999999999993,-2.6000000000000014,30.4,20.1,15.7,10.4,46.0,30.5,2013
202694,Marcus Morris Sr.,PHX,24.0,2013-14,F,4.09,82.0,1800.0,3584.0,0.3,0.4,3.6,16.5,7.5,33.7,62.4,-0.10000000000000142,2.0,33.8,21.9,15.5,10.0,49.3,31.9,2013
101107,Marvin Williams,UTA,28.0,2013-14,F,4.04,66.0,1674.0,3159.0,0.5,0.7,4.3,18.9,11.0,34.1,62.7,-0.20000000000000284,0.10000000000000142,34.1,22.9,16.9,11.4,51.0,34.3,2013
203086,Meyers Leonard,POR,22.0,2013-14,F-C,5.0,40.0,355.0,732.0,0.4,0.5,6.6,29.4,6.2,34.4,64.7,0.6999999999999957,8.5,34.5,22.3,17.1,11.1,51.6,33.4,2013
201563,Michael Beasley,MIA,25.0,2013-14,F,4.11,55.0,831.0,1588.0,0.8,1.0,5.1,23.5,15.6,34.0,64.4,1.6000000000000014,4.800000000000011,34.1,21.9,12.6,8.1,46.7,30.0,2013
203488,Mike Muscala,ATL,22.0,2013-14,F-C,5.0,20.0,215.0,431.0,1.2,1.7,8.5,37.4,14.3,34.8,69.0,2.499999999999993,8.800000000000004,35.3,22.8,14.0,9.0,49.3,31.8,2013
203118,Mike Scott,ATL,25.0,2013-14,F,4.04,79.0,1454.0,2860.0,0.2,0.2,3.5,16.0,4.4,32.6,63.800000000000004,0.20000000000000284,4.900000000000006,32.8,22.1,12.8,8.6,45.6,30.7,2013
